id,name,type,frameType,description,level,atk,def,race,attribute,archetype
11755663,Dinowrestler Martial Anga,Effect Monster,effect,"During damage calculation  when your ""Dinowrestler"" monster battles a monster with an equal or higher ATK (Quick Effect): You can send this card from your hand to the GY; your battling monster cannot be destroyed by that battle  also end the Battle Phase after the Damage Step. Once per turn  during the End Phase  if this card is in the GY because it was sent there to activate this effect this turn  and your opponent controls more monsters than you do: You can Special Summon this card.",5,1600,0,Dinosaur,EARTH,Dinowrestler
35770983,Dinowrestler Martial Ankylo,Effect Monster,effect,"During damage calculation  if another ""Dinowrestler"" monster you control battles an opponent's monster (Quick Effect): You can send this card from your hand or field to the GY; that monster you control cannot be destroyed by that battle  also the ATK of your opponent's battling monster is halved at the end of the Damage Step. During the End Phase  if this card is in the GY because it was sent there from the field this turn: You can Special Summon this card  but banish it when it leaves the field. You can only use this effect of ""Dinowrestler Martial Ankylo"" once per turn.",2,1000,0,Dinosaur,EARTH,Dinowrestler
82385847,Dinowrestler Pankratops,Effect Monster,effect,"If your opponent controls more monsters than you do  you can Special Summon this card (from your hand). You can only Special Summon ""Dinowrestler Pankratops"" once per turn this way. (Quick Effect): You can Tribute 1 ""Dinowrestler"" monster  then target 1 card your opponent controls; destroy it. You can only use this effect of ""Dinowrestler Pankratops"" once per turn.",7,2600,0,Dinosaur,EARTH,Dinowrestler
61764082,Dinowrestler Rambrachio,Effect Monster,effect,"When your ""Dinowrestler"" monster inflicts battle damage to your opponent: You can Special Summon this card from your hand in Defense Position. You can only use this effect of ""Dinowrestler Rambrachio"" once per turn. Your opponent cannot target other ""Dinowrestler"" monsters you control with card effects.",5,1600,0,Dinosaur,EARTH,Dinowrestler
56980148,Dinowrestler Systegosaur,Effect Monster,effect,"If this card is Special Summoned: You can add 1 ""Dinowrestler"" monster or 1 ""World Dino Wrestling"" from your Deck to your hand. During the End Phase  if this card is in the GY because it was sent there this turn  and your opponent controls more monsters than you do: You can target 1 ""Dinowrestler"" monster in your GY  except ""Dinowrestler Systegosaur""; Special Summon it. You can only use each effect of ""Dinowrestler Systegosaur"" once per turn.",4,1900,0,Dinosaur,EARTH,Dinowrestler
69121954,Dinowrestler Terra Parkourio,Link Monster,link,"2 ""Dinowrestler"" monsters  If you activate ""World Dino Wrestling"": You can target 1 ""Dinowrestler"" monster in your GY; add it to your hand. If this card is sent to the GY as Link Material: You can target 1 ""Dinowrestler"" monster in your GY; Special Summon it in Defense Position  but negate its effects  also you cannot Special Summon monsters for the rest of this turn  except ""Dinowrestler"" monsters. You can only use each effect of ""Dinowrestler Terra Parkourio"" once per turn.",,1000,,Dinosaur,EARTH,Dinowrestler
80831552,Dinowrestler Valeonyx,Effect Monster,effect,"If only your opponent controls a monster  you can Special Summon this card (from your hand). While you control a Link-3 or higher ""Dinowrestler"" monster  face-up monsters you control are unaffected by the activated effects of your opponent's Link-3 or lower monsters.",3,1600,0,Dinosaur,EARTH,Dinowrestler
78084378,Diplexer Chimera,Fusion Monster,fusion,"2 Cyberse monsters  Once per turn: You can Tribute 1 Cyberse monster; Spell/Trap Cards  and their effects  cannot be activated during the Battle Phase of this turn. If this Fusion Summoned card is sent to your GY: You can target 1 ""Cynet Fusion"" and 1 Cyberse monster in your GY  except this card; add them to your hand. You can only use this effect of ""Diplexer Chimera"" once per turn.",5,2000,800,Cyberse,LIGHT,
40971261,Dirge of the Lost Dragon,Spell Card,spell,Activate this card by declaring 1 card name. Each time the declared card  or its effect  is activated  halve its owner's LP immediately after it resolves. During the End Phase  if this card halved a player's LP this turn  send this card to the GY. While your opponent controls a monster  this card cannot be destroyed by card effects.,,,,Continuous,,
24623598,Disappear,Trap Card,trap,Remove from play 1 card from your opponent's Graveyard.,,,,Normal,,
26834022,Disarm,Trap Card,trap,"Return 1 ""Gladiator Beast"" card from your hand to the Deck  and negate the activation and effect of a Spell Card  and destroy it.",,,,Counter,,Gladiator Beast
20727787,Disarmament,Trap Card,trap,Destroy all Equip Cards on the field.,,,,Normal,,
19612721,Disc Fighter,Effect Monster,effect,If this card attacks a Defense Position monster with DEF 2000 or more  destroy the monster with this card's effect without applying damage calculation.,4,1000,1000,Warrior,EARTH,
98999181,Disciple of Nephthys,Effect Monster,effect,"During your Main Phase: You can destroy 1 card in your hand  and if you do  add 1 ""Nephthys"" monster from your Deck to your hand  except ""Disciple of Nephthys"". During your next Standby Phase after this card was destroyed by card effect and sent to the GY: You can add 1 ""Nephthys"" Spell/Trap from your Deck to your hand. You can only use each effect of ""Disciple of Nephthys"" once per turn.",2,0,2000,Spellcaster,WIND,Nephthys
15595052,Disciple of the Forbidden Spell,Effect Monster,effect,"When this card is Summoned  declare different Monster Card Attributes equal to the number of ""Disciple of the Forbidden Spell""(s) in your Graveyard. If this card attacks a monster that has a declared Attribute  destroy the monster with this card's effect without applying damage calculation.",4,1700,800,Warrior,LIGHT,
75425320,Disciples of the True Dracophoenix,Spell Card,spell,"You can target 3 ""True Draco"" and/or ""True King"" cards in your GY; shuffle them into the Deck  then draw 1 card. During your Main Phase  you can: Immediately after this effect resolves  Tribute Summon 1 ""True Draco"" or ""True King"" monster face-up. If this card is sent from the Spell & Trap Zone to the GY: You can target 1 Spell/Trap on the field; destroy it. You can only use each effect of ""Disciples of the True Dracophoenix"" once per turn.",,,,Continuous,,True Draco
46480475,Discord,Trap Card,trap,Neither player can Synchro Summon. Send this card to the Graveyard during your 3rd End Phase after activation.,,,,Continuous,,
86553594,Discordance of the Tistina,Trap Card,trap,"Activate 1 of these effects;  ● If you control a ""Tistina"" monster: Banish 1 card from your opponent's GY  face-down.  ● If you control a ""Tistina"" monster Special Summoned from the Extra Deck: Banish all cards from your opponent's GY  face-down.  You can banish this card from your GY  then target 1 ""Tistina"" monster in your GY; add it to your hand. You can only use 1 ""Discordance of the Tistina"" effect per turn  and only once that turn.",,,,Normal,,Tistina
76137614,Disenchanter,Effect Monster,effect,Once per turn: You can target 1 face-up Spell on the field; remove 1 Spell Counter from anywhere on the field  and if you do  return that target to the hand.,5,2000,2300,Spellcaster,LIGHT,
76446915,Disk Magician,Normal Monster,normal,This monster hides in a saucer and only appears when executing an attack.,4,1350,1000,Machine,DARK,
41113025,Diskblade Rider,Effect Monster,effect,Once per turn: You can target 1 Normal Trap Card in your Graveyard; banish that target  and if you do  this card gains 500 ATK until the end of your opponent's turn.,4,1700,1500,Fiend,WIND,
64966519,Dispatchparazzi,Link Monster,link,"2 Effect Monsters  When another monster you control is targeted for an attack: You can change the attack target to this card  and perform damage calculation. When this card is destroyed by battle with an opponent's monster: You can destroy that opponent's monster  and if you do  gain LP equal to half that monster's original ATK. You can only use each effect of ""Dispatchparazzi"" once per turn.",,100,,Fiend,DARK,
42149850,Disposable Learner Device,Spell Card,spell,"The equipped monster gains 200 ATK for each monster in your GY. During the End Phase  if this card is in the GY because it was sent there from the field this turn: You can Set this card  but banish it when it leaves the field. You can only use this effect of ""Disposable Learner Device"" once per turn.",,,,Equip,,
40826495,Dissolverock,Normal Monster,normal,A monster born in the lava pits  it generates intense heat that can melt away its enemies.,3,900,1000,Rock,EARTH,
77561728,Disturbance Strategy,Trap Card,trap,Your opponent shuffles their entire hand into the Deck  then draws the same number of cards.,,,,Normal,,
90448279,Divine Arsenal AA-ZEUS - Sky Thunder,XYZ Monster,xyz,"2 Level 12 monsters  Once per turn  if an Xyz Monster battled this turn  you can also Xyz Summon ""Divine Arsenal AA-ZEUS - Sky Thunder"" by using 1 Xyz Monster you control as material. (Transfer its materials to this card.) (Quick Effect): You can detach 2 materials from this card; send all other cards from the field to the GY. Once per turn  if another card(s) you control is destroyed by battle or an opponent's card effect: You can attach 1 card from your hand  Deck  or Extra Deck to this card as material.",12,3000,3000,Machine,LIGHT,
12397569,Divine Domain Baatistina,Spell Card,spell,"During your Main Phase: You can send 1 ""Tistina"" monster from your Deck to your GY  then if your opponent controls 3 or more face-up cards  you can Special Summon 1 ""Crystal God Tistina"" from your hand or Deck. You can only use this effect of ""Divine Domain Baatistina"" once per turn. If this card in your Field Zone is destroyed by your opponent's card effect: You can Special Summon 1 ""Tistina"" monster from your Deck or GY.",,,,Field,,Tistina
10032958,Divine Dragon - Excelion,Effect Monster,effect,"When this card is Normal Summoned  it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate. ● This card gains 1000 ATK. ● If this card destroys an opponent's monster by battle  it can attack once again in a row. ● When this card destroys a monster by battle and sends it to the Graveyard  inflict damage to your opponent equal to the ATK of the destroyed monster.",5,1500,900,Dragon,LIGHT,
20277376,Divine Dragon Apocralyph,Effect Monster,effect,Once per turn: You can discard 1 card  then target 1 Dragon-Type monster in your Graveyard; add that target to your hand.,4,1000,1500,Dragon,DARK,
67964209,Divine Dragon Aquabizarre,Effect Monster,effect,Once per turn  you can Tribute 1 other face-up WATER monster and select 1 Continuous or Field Spell Card in your Graveyard to return it to the top of your Deck.,5,2100,1500,Sea Serpent,WATER,
1639384,Divine Dragon Knight Felgrand,XYZ Monster,xyz,2 Level 8 monsters Once per turn  during either player's turn: You can detach 1 Xyz Material from this card  then target 1 face-up monster on the field; this turn  its effects are negated  but it is unaffected by other card effects.,8,2800,1800,Warrior,LIGHT,
60681103,Divine Dragon Lord Felgrand,Effect Monster,effect,"If this card is Special Summoned from the Graveyard: You can target 1 monster your opponent controls or in their Graveyard; banish it  and if you do  this card gains ATK and DEF equal to the banished monster's original Level/Rank x 100. If this card destroys an opponent's monster by battle: You can target 1 Level 7 or 8 Dragon-Type monster in the Graveyard  except ""Divine Dragon Lord Felgrand""; Special Summon it to your field.",8,2800,2800,Dragon,LIGHT,
62113340,Divine Dragon Ragnarok,Normal Monster,normal,A legendary dragon sent by the gods as their instrument. Legends say that if provoked  the whole world will sink beneath the sea.,4,1500,1000,Dragon,LIGHT,
32975247,Divine Dragon Titanomakhia,Effect Monster,effect,"This Special Summoned card cannot be destroyed by battle. You can only use each of the following effects of ""Divine Dragon Titanomakhia"" once per turn. You can banish 3 ""Divine Dragon Titanomakhia"" from your GY and/or face-up field  including this card on the field; destroy all cards your opponent controls. During the End Phase: You can send cards from the top of your Deck to your GY  equal to the number of Dragon monsters you control.",10,3000,2000,Dragon,LIGHT,Divine Dragon
89907228,Divine Dragon Token,Token,token,"This card can be used as a ""Divine Dragon Token"".    *If used for another Token  apply that Token's Type/Attribute/Level/ATK/DEF.",10,3300,3000,Fish,WATER,
7373632,Divine Evolution,Spell Card,spell,"This card's activation and effect cannot be negated. Choose 1 monster you control whose original Type is Divine-Beast or whose original name is ""The Wicked Avatar""  ""The Wicked Dreadroot""  or ""The Wicked Eraser""  except a monster(s) already affected by ""Divine Evolution""  and it gains 1000 ATK/DEF  its effect activations and its activated effects cannot be negated  also it gains the following effect.  ● When this card declares an attack: You can make your opponent send 1 monster they control to the GY (their choice).",,,,Normal,,Wicked God
61757117,Divine Grace - Northwemko,Ritual Effect Monster,ritual,"This card can only be Ritual Summoned with the Ritual Spell Card  ""Ritual of Grace"". When this card is Ritual Summoned  select a number of face-up cards on the field (except this card)  up to the number of monsters you used for the Ritual Summon. While any of the selected cards are face-up on the field  this card cannot be destroyed by card effects.",7,2700,1200,Spellcaster,LIGHT,
57902462,Divine Knight Ishzark,Effect Monster,effect,After damage calculation  when this card destroys a monster by battle: Banish that monster.,6,2300,1800,Warrior,LIGHT,
2815176,Divine Oddity of Valmonica - Zebufera,Link Monster,link,"1 Effect Monster  Cannot be Link Summoned unless you have a Fiend Monster Card with 3 or more Resonance Counters in your Pendulum Zone. You can only Special Summon ""Divine Oddity of Valmonica - Zebufera(s)"" once per turn. If a card(s) you control would be destroyed by battle or card effect  you can remove 3 Resonance Counters from your Pendulum Zone instead. Once per opponent's turn (Quick Effect): You can target 1 of your ""Valmonica"" Normal Spells/Traps that is banished or in your GY; apply that Spell/Trap's effect when that card is activated.",,2500,,Fiend,LIGHT,Valmonica
81066751,Divine Punishment,Trap Card,trap,"When a Spell/Trap Card  or monster effect  is activated  while ""The Sanctuary in the Sky"" is on the field: Negate the activation  and if you do  destroy it.",,,,Counter,,
89914395,Divine Relic Mjollnir,Trap Card,trap,"Target 1 ""Aesir"" monster you control; it can make a second attack during each Battle Phase this turn.",,,,Normal,,Aesir
82103466,Divine Serpent Geh,Effect Monster,effect,Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. If a monster(s) you control is destroyed by an opponent's attack or card effect: You can pay half your LP; Special Summon this card from your hand. Cannot be targeted by card effects. If this card attacks an opponent's monster  during the Damage Step only  negate the effects of that monster while it is face-up on the field (but its effects can still be activated)  also its ATK becomes half its original ATK. Once per battle  if this card battles  during damage calculation (Quick Effect): You can make this card's ATK become equal to the highest original ATK on the field (your choice  if tied).,12,0,0,Reptile,DARK,
31423101,Divine Sword - Phoenix Blade,Spell Card,spell,Equip only to a Warrior monster. It gains 300 ATK. During your Main Phase  if this card is in your GY: You can banish 2 Warrior monsters from your GY; add this card to your hand.,,,,Equip,,
53639887,Divine Temple of the Snake-Eye,Spell Card,spell,"When this card is activated: You can place 1 ""Snake-Eye"" monster from your hand  Deck  or GY face-up in its owner's Spell & Trap Zone as a Continuous Spell. Level 1 FIRE monsters you control gain 1100 ATK. Once per turn  if your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can target 1 Monster Card on the field treated as a Continuous Spell; Special Summon it to your field. You can only activate 1 ""Divine Temple of the Snake-Eye"" per turn.",,,,Field,,Snake-Eye
15854426,Divine Wind of Mist Valley,Spell Card,spell,Once per turn  if a WIND monster you control returns to the hand (except during the Damage Step): You can Special Summon 1 Level 4 or lower WIND monster from your Deck.,,,,Field,,Mist Valley
49010598,Divine Wrath,Trap Card,trap,When a monster effect is activated: Discard 1 card; negate the activation  and if you do  destroy that monster.,,,,Counter,,
92919429,Diviner of the Herald,Tuner Monster,effect,"If this card is Normal or Special Summoned: You can send 1 Fairy monster from your Deck or Extra Deck to the GY  and if you do  increase this card's Level by that monster's Level  until the end of this turn. If this card is Tributed: You can Special Summon 1 Level 2 or lower Fairy monster from your hand or Deck  except ""Diviner of the Herald"". You can only use each effect of ""Diviner of the Herald"" once per turn.",2,500,300,Fairy,LIGHT,Herald
62681049,Dizzying Winds of Yosen Village,Trap Card,trap,"Activate this card only if you control a Level 6 or higher ""Yosenju"" monster. While you have a ""Yosenju"" card in your Pendulum Zone  if a monster would be returned from the field to the hand by a card effect  shuffle it into the Deck instead  unless it is a ""Yosenju"" monster.",,,,Continuous,,Yosenju
77153811,Djinn Cursenchanter of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. While the monster Ritual Summoned using this card is face-up on the field  Synchro Monsters' effects are negated.,4,1700,1000,Fiend,DARK,Djinn
33145233,Djinn Demolisher of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If a player Ritual Summons using this card  that Ritual Summoned monster cannot be targeted by the card effects of the other player.,3,1500,600,Fiend,DARK,Djinn
30492798,Djinn Disserere of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your GY as 1 of the monsters required for the Ritual Summon. The monster Ritual Summoned using this card is unaffected by Trap effects.,1,200,200,Fiend,DARK,Djinn
34358408,Djinn Presider of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If the monster Ritual Summoned using this card destroys a monster by battle  the controller of the Ritual Monster draws 1 card.,4,1800,1400,Fiend,DARK,Djinn
4141820,Djinn Prognosticator of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your GY as 1 of the monsters required for the Ritual Summon. If you Ritual Summon using this card  if that Ritual Summoned monster inflicts battle damage to your opponent  they discard 1 card.,3,400,300,Fiend,DARK,Djinn
8903700,Djinn Releaser of Rituals,Effect Monster,effect,When you Ritual Summon a monster  you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If a player Ritual Summons using this card  the other player cannot Special Summon while that Ritual Summoned monster is face-up on the field.,3,1200,2000,Fiend,DARK,Djinn
97843505,Djinn the Watcher of the Wind,Normal Monster,normal,This creature generates gale-force winds and tornadoes to blow its enemies away.,3,700,900,Spellcaster,WIND,Djinn
98371278,DMZ Dragon,Effect Monster,effect,Once per turn: You can target 1 Level 4 or lower Dragon monster in your GY and 1 Dragon monster you control; equip that monster in your GY to that monster on the field as an Equip Spell that makes it gain 500 ATK. At the end of the Damage Step  if your monster equipped with an Equip Card attacked: You can banish this card from your GY; destroy as many cards as possible equipped to that monster you control  and if you do  that monster can make a second attack in a row.,4,0,2000,Dragon,DARK,
27340877,DNA Checkup,Trap Card,trap,Select 1 face-down monster you control. Your opponent declares 2 Attributes. Reveal the selected monster. If its Attribute is one of the declared Attributes  your opponent draws 2 cards. If not  you draw 2 cards.,,,,Normal,,
74701381,DNA Surgery,Trap Card,trap,Activate this card by declaring 1 Monster Type. All face-up monsters on the field become that Type.,,,,Continuous,,
56769674,DNA Transplant,Trap Card,trap,Activate by declaring 1 monster Attribute. All face-up monsters become that Attribute.,,,,Continuous,,
6260554,Do a Barrel Roll,Trap Card,trap,"When a Spell Card  Trap Card  or monster effect is activated: Tribute all ""Mecha Phantom Beast Tokens"" you control; negate the activation  and if you do  destroy it.",,,,Counter,,Mecha Phantom Beast
79997591,Doble Passe,Trap Card,trap,When an opponent's monster declares an attack on a face-up Attack Position monster you control: Make your opponent's attack a direct attack instead and inflict damage to your opponent equal to the ATK of the attack target you control. Also  that monster you control can attack your opponent directly during your next turn.,,,,Normal,,
22171591,Doctor Cranium,Effect Monster,effect,When this card is destroyed by battle and sent to the Graveyard  you can pay 800 Life Points to add 1 Psychic-Type monster from your Deck to your hand.,1,100,100,Psychic,EARTH,
32671443,Doctor D,Spell Card,spell,"Banish 1 ""Destiny HERO"" monster from your GY; add to your hand or Special Summon 1 ""Destiny HERO"" monster from your GY. You can banish this card from your GY  then target 2 ""Destiny HERO"" monsters you control; choose 1 of those monsters  its ATK becomes the other monster's ATK  until the end of this turn.",,,,Normal,,
47013502,Dodger Dragon,Effect Monster,effect,This card's Normal Summon cannot be negated. After this card was Normal Summoned  your opponent cannot activate Counter Trap Cards for the rest of that turn.,4,1900,1200,Dragon,WIND,
19700943,Dododo Bot,Effect Monster,effect,Cannot be Normal Summoned (but can be Normal Set). If this card attacks  it is unaffected by other card effects until the end of the Damage Step.,4,1800,1900,Machine,EARTH,Dododo
57996334,Dododo Buster,Effect Monster,effect,"If only your opponent controls a monster  you can Special Summon this card (from your hand). If Summoned this way  its Level becomes 4. When this card is Tribute Summoned: You can target 1 ""Dododo"" monster in your GY; Special Summon that target in Defense Position.",6,1900,800,Warrior,EARTH,Dododo
85310252,Dododo Driver,Effect Monster,effect,"Up to twice per turn  if this card was Special Summoned by the effect of a ""Dododo"" monster this turn: You can target 1 ""Dododo"" monster you control  then activate 1 of these effects; ● Increase its Level by 1. ● Reduce its Level by 1.",4,1800,200,Warrior,EARTH,Dododo
75421661,Dododo Swordsman,Effect Monster,effect,While this Flip Summoned card is face-up on the field  it gains 3500 ATK. When this card is flipped face-up: You can target up to 2 face-up monsters on the field; destroy them.,8,0,3000,Warrior,EARTH,Dododo
83274244,Dododo Warrior,Effect Monster,effect,You can Normal Summon this card without Tributing  but its original ATK becomes 1800. If this card attacks  negate all card effects that activate in the opponent's Graveyard  until the end of the Damage Step.,6,2300,900,Warrior,EARTH,Dododo
39432962,Dododo Witch,Effect Monster,effect,"When this card is Normal or Special Summoned: You can Special Summon 1 ""Dododo"" monster from your hand in Attack Position or face-down Defense Position  except ""Dododo Witch"".",4,1200,1600,Warrior,EARTH,Dododo
73866096,Dodododraw,Spell Card,spell,"Send 1 ""Dododo"" monster from your hand or face-up from your side of the field to the Graveyard; draw 2 cards. You can only activate 1 ""Dodododraw"" per turn.",,,,Normal,,Dododo
59724555,Dodododwarf Gogogoglove,Effect Monster,effect,"During your Main Phase: You can Special Summon 1 ""Zubaba"" or ""Gagaga"" monster from your hand. If you control a ""Gogogo"" or ""Dododo"" monster except ""Dodododwarf Gogogoglove""  while this card is in your GY: You can Special Summon this card  but banish it when it leaves the field. You can only use each effect of ""Dodododwarf Gogogoglove"" once per turn.",4,0,1800,Rock,EARTH,Dododo
29491335,DOG Fighter Token,Token,token,"Summoned by the effect of ""Kozmo DOG Fighter"".",6,2000,2400,Machine,DARK,Kozmo
1003028,Doggy Diver,Effect Monster,effect,"If your opponent controls a monster and all face-up monsters you control (min. 1) are Level 4  you can Special Summon this card (from your hand). You can only Special Summon ""Doggy Diver"" once per turn this way. This card cannot be used as an Xyz Material for an Xyz Summon  except for the Xyz Summon of a Warrior-Type monster.",4,1000,1000,Warrior,DARK,
33296432,"Dogmatika Adin, the Enlightened",Effect Monster,effect,"Cannot be destroyed by battle with a monster Special Summoned from the Extra Deck. You can only use each of the following effects of ""Dogmatika Adin  the Enlightened"" once per turn. If a monster Special Summoned from the Extra Deck is on the field: You can Special Summon this card from your hand. If this card on the field is destroyed by battle or card effect: You can Special Summon 1 ""Dogmatika"" monster from your Deck  except ""Dogmatika Adin  the Enlightened"".",4,1000,1800,Spellcaster,LIGHT,Dogmatika
51522296,Dogmatika Alba Zoa,Ritual Effect Monster,ritual,"Cannot be Ritual Summoned  except by ""Dogmatikalamity"" or another ""Dogmatika"" card effect. ""Dogmatika"" monsters you control are unaffected by the activated effects of your opponent's Fusion  Synchro  Xyz  and Link Monsters. During your Main Phase: You can make your opponent choose and apply 1 of these effects ('you' in these effects means that opponent).  ● For every 2 cards in your Extra Deck  send 1 card from your hand or Extra Deck to the GY.  ● Return all Fusion  Synchro  Xyz  and Link Monsters you control to the Extra Deck.  You can only use this effect of ""Dogmatika Alba Zoa"" once per turn.",12,4000,4000,Spellcaster,LIGHT,Dogmatika
13694209,Dogmatika Ashiyan,Effect Monster,effect,"If a Fusion  Synchro  Xyz  or Link Monster(s) is sent to the GY (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned from the hand: You can target 1 ""Dogmatika"" card in your GY  except ""Dogmatika Ashiyan""; add it to your hand. When an opponent's monster declares an attack: You can make all ""Dogmatika"" monsters you currently control gain 500 ATK. You can only use each effect of ""Dogmatika Ashiyan"" once per turn.",8,2000,1500,Spellcaster,LIGHT,Dogmatika
60303688,"Dogmatika Ecclesia, the Virtuous",Effect Monster,effect,"Cannot be destroyed by battle with a monster Special Summoned from the Extra Deck. You can only use each of the following effects of ""Dogmatika Ecclesia  the Virtuous"" once per turn. If a monster Special Summoned from the Extra Deck is on the field: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can activate this effect; add 1 ""Dogmatika"" card from your Deck to your hand  except ""Dogmatika Ecclesia  the Virtuous""  also you cannot Special Summon monsters from the Extra Deck for the rest of this turn.",4,1500,1500,Spellcaster,LIGHT,Dogmatika
29354228,Dogmatika Encounter,Trap Card,trap,"Activate 1 of these effects;  ● Special Summon 1 ""Dogmatika"" monster or ""Fallen of Albaz"" from your hand.  ● Add to your hand or Special Summon 1 ""Dogmatika"" monster or ""Fallen of Albaz"" from your GY.  You can only activate 1 ""Dogmatika Encounter"" per turn.",,,,Normal,,Dogmatika
69680031,"Dogmatika Fleurdelis, the Knighted",Effect Monster,effect,"During the Main Phase  if a monster Special Summoned from the Extra Deck is on the field (Quick Effect): You can Special Summon this card from your hand  then  if you control another ""Dogmatika"" monster  you can negate the effects of 1 face-up monster on the field  until the end of this turn. When your ""Dogmatika"" monster declares an attack: You can make all ""Dogmatika"" monsters you currently control gain 500 ATK. You can only use each effect of ""Dogmatika Fleurdelis  the Knighted"" once per turn.",8,2500,2500,Spellcaster,LIGHT,Dogmatika
56588755,Dogmatika Genesis,Trap Card,trap,"Target 1 banished Fusion  Synchro  Xyz  or Link Monster  and 1 Effect Monster your opponent controls of the same type (Fusion  Synchro  Xyz  or Link); return that banished monster to the Extra Deck  and if you do  negate the effects of that monster your opponent controls. You can only activate 1 ""Dogmatika Genesis"" per turn.",,,,Normal,,Dogmatika
95679145,Dogmatika Maximus,Effect Monster,effect,"You can banish 1 Fusion  Synchro  Xyz  or Link Monster from your GY; Special Summon this card from your hand. During your Main Phase: You can activate this effect; send 2 monsters with different names from your Extra Deck to the GY  also your opponent sends 2 monsters from their Extra Deck to the GY  also you cannot Special Summon from the Extra Deck for the rest of this turn. You can only use each effect of ""Dogmatika Maximus"" once per turn.",8,1500,3000,Spellcaster,LIGHT,Dogmatika
65589010,Dogmatika Nation,Spell Card,spell,"Neither player can target ""Dogmatika"" monsters you control with effects of monsters that were Special Summoned from the Extra Deck. You can only use each of the following effects of ""Dogmatika Nation"" once per turn.  ● After damage calculation  if your ""Dogmatika"" monster battled an opponent's monster: Destroy that opponent's monster.  ● If this face-up card in the Field Zone is destroyed by an opponent's card effect: You can have each player send 1 monster from their Extra Deck to the GY.",,,,Field,,Dogmatika
22073844,Dogmatika Nexus,Effect Monster,effect,Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. You can target 4 Fusion  Synchro  Xyz  and/or Link Monsters in the GYs; Special Summon this card from your hand  and if you do  banish them. At the start of the Damage Step  if this card battles a Special Summoned monster: Destroy all your opponent's Attack Position monsters  then inflict 800 damage to your opponent for each Fusion  Synchro  Xyz  and Link Monster destroyed by this effect.,11,3200,3200,Spellcaster,LIGHT,Dogmatika
82956214,Dogmatika Punishment,Trap Card,trap,"Target 1 face-up monster your opponent controls; send 1 monster with an equal or higher ATK from your Extra Deck to the GY  and if you do  destroy that monster. Until the end of your next turn after this card resolves  you cannot Special Summon monsters from the Extra Deck. You can only activate 1 ""Dogmatika Punishment"" per turn.",,,,Normal,,Dogmatika
96891787,"Dogmatika Theo, the Iron Punch",Effect Monster,effect,"Cannot be destroyed by battle with a monster Special Summoned from the Extra Deck. You can only use each of the following effects of ""Dogmatika Theo  the Iron Punch"" once per turn. If a monster Special Summoned from the Extra Deck is on the field: You can Special Summon this card from your hand. You can target 1 face-up monster on the field that was Special Summoned from the Extra Deck; until the end of this turn  this card gains 600 ATK  and if it does  the targeted monster loses 600 ATK.",4,1800,1500,Spellcaster,LIGHT,Dogmatika
87481592,Dogmatikacism,Spell Card,spell,"If the equipped monster is a ""Dogmatika"" monster  it gains ATK equal to its Level x 100. If not  it loses 200 ATK for each ""Dogmatika"" monster you control. If this card is sent to the GY because the equipped monster is destroyed: You can send 1 monster from your Extra Deck to the GY. You can only use this effect of ""Dogmatikacism"" once per turn.",,,,Equip,,Dogmatika
31002402,Dogmatikalamity,Spell Card,spell,"This card can be used to Ritual Summon any ""Dogmatika"" Ritual Monster. You must also Tribute monsters from your hand or field  whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon  or send 1 monster from your Extra Deck to the GY  whose Level equals the Level of the Ritual Monster you Ritual Summon. For the rest of this turn after this card resolves  you cannot Special Summon monsters from the Extra Deck. You can only activate 1 ""Dogmatikalamity"" per turn.",,,,Ritual,,Dogmatika
60921537,Dogmatikamacabre,Spell Card,spell,"This card can be used to Ritual Summon any ""Dogmatika"" Ritual Monster from your hand or GY. You must also Tribute monsters from your hand or field  and/or banish Fusion or Synchro Monsters from your GY  whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon  then  if both ""White Knight of Dogmatika"" and ""White Relic of Dogmatika"" are on the field  you can look at either your Extra Deck or your opponent's  and send 1 monster from it to the GY. You can only activate 1 ""Dogmatikamacabre"" per turn.",,,,Ritual,,Dogmatika
